nTasks=80;
nThreads=464;
nCPUs=20;
nCores=51;
rh=[147.41955791844399 122.85160893583193 488.90228807456583 477.64996131886346 154.97292260328277 373.987716549409 225.0104887862708 402.93465929422166 240.50151903036735 203.38240294302716 241.47036043045472 433.99734520426614 414.32055439404536 155.73175964483045 189.30773532194922 406.6850299355582 460.4761800442068 419.869832839587 270.21761181833205 492.9566415390118 271.5710490555699 460.5399420501997 476.61667654739705 192.0119806534786 419.42521418924963 124.78322784175492 316.4853071428061 491.0842948093288 103.08322317765884 118.10348314730831 403.596611739848 342.6940992622221 488.9925137592811 133.66639639440552 201.8145828075203 357.0604573506466 288.64067193440434 401.93061919754985 494.0580834395248 461.94556871459525 340.1444690559001 486.8798417845027 220.07614815844727 236.63668539224352 369.9697314256489 175.54465926100647 226.88671533346655 332.43182188794674 212.74195673723972 445.0001726515985 168.10312768893846 209.72470366852943 129.8208123920544 385.1952050003623 321.2815225677198 317.0032414174551 108.0098328185266 488.4789550966853 207.03497475684372 158.7166700726596 127.72114755779947 265.4518105797715 101.19767307463263 147.95935382064175 204.75039705327725 420.3929976295719 292.39939719928526 362.50973634390374 269.3392395229047 391.4288680276433 252.98959683192174 115.10836856736036 294.8813198672678 331.7487156605806 164.29513250269414 176.61569682739398 148.15728081995076 291.2442922503683 305.6587386138575 447.6212418875531 310.42849820954274 145.07021403365036 457.56978214341984 277.85127231478833 138.32932603616683 230.44726973596306 134.37794015939733 140.5695527675029 486.87457667460063 490.57312209196897 183.2295923927933 411.3341472823865 396.07994522633106 117.11796315572144 458.5134090429151 381.03522856561375 286.6092529194797 222.75008772896996 138.64253604455294 121.49026696195708 323.4846684607388 440.9508612223897 124.6048429045162 406.771506916034 127.12705223903176 290.55816676464366 102.2866462694143 278.67801119138863 200.55842239810016 438.83701791052687 363.5854145414803 394.9901523037051 143.4794559919312 403.48984634255027 193.39593495804377 384.73773104909145 162.95962892380965 256.59769667999467 357.60884189952 294.1842822076889 322.53750608164637 200.8449639196297 208.82811562261418 352.21289287399946 429.0127979908408 281.81522421372927 105.56308544253832 184.0161693713796 280.8630079326315 131.09389118319115 163.64475511696003 267.8967086032179 484.1915478725766 317.6754313883025 246.5285486356229 390.2792687189524 158.5632526795557 147.90733196949276 343.16958082874106 182.977185619456 494.835462335026 399.8835220211912 194.28664755448602 358.40365732025407 400.6496121808773 465.5409116847405 225.76838967662798 488.46600219568023 113.58948297893572 267.95043777076637 204.21430990893964 430.5698159080258 296.73600527278177 219.90866895949245 225.29434544527894 328.2901890556979 441.11907308083227 465.03342221455 430.90623162487066 276.1853675985053 142.72260957738885 386.2780078768526 195.2456916174492 266.442486564149 296.04810103456623 164.0493817488628 203.63285279499107 268.8578003539953 403.0666761996787 165.02944024912563 428.6337870735673 404.48408155530245 223.29612730570813 314.87034428799086 323.6722022646575 331.92064955557004 364.4186518170002 438.8088976020464 299.0027334680215 415.59575709728307 461.16226455040896 242.27171593552063 416.2267808009111 339.44778697201446 493.8465452185653 356.4252603139777 497.92724235537736 454.8570331954136 148.39146197013102 116.45006197740236 203.7555727292605 445.6222204654945 417.4202062701634 176.785762753639 174.15222484734105 309.35642719040743 229.98073081037268 378.72405492703473 442.1020808404519 316.332428035051 102.28998292289208 179.1838864644974 446.74240248035363 249.02121572651333 243.08220936103973 415.1562042038655 479.49879298608084 171.69856347212593 486.57500438719296 431.67453438351436 217.51985417409082 468.61100055576344 299.94468076845635 131.70966759839638 314.5983627826723 154.26092376837425 333.6081207156069 117.17076988154567 460.5251524323588 262.5912795560981 499.1618940436552 435.8673546561945 471.16828780827274 452.36362210019377 497.2318905902508 347.1700940250506 497.62195863613283 224.4757560192993 320.62772274984025 127.02604211392448 470.3011607056223 274.113757224162 376.4208525345705 143.41415692065524 421.33917663886956 167.104558061637 497.9262994164495 445.74164472649056 246.81563240641714 270.15395303014776 325.86772935875484 102.52010089227043 184.1049759377261 341.7981922293937 123.12093448404843 296.2988375600711 117.02191618920858 355.57991483744917 383.4328046825342 496.3093712059493 373.4774693089933 123.1657452939491 393.5674549347638 339.32803506026505 226.34630176546239 413.82889771133125 328.10857345714896 341.85424089389613 236.00898919132396 438.6742740889579 369.3453240400775 400.40895874858893 460.18714879930286 360.9247455180493 484.4621970397529 234.2846185832629 389.7776607290015 344.13992871241715 364.8029617284643 328.9618391898205 296.9664329125702 190.42067682545428 286.9582903301709 394.5792386400293 366.6723777451535 300.3996909239254 306.99768879073065 422.17033302088475 314.4694260226923 164.04783284773538 177.09597646620455 129.87577646049164 340.10969901368526 283.207585830109 479.8212939722393 110.78640071738155 190.1427405526984 361.49230200344397 469.1109461000126 468.1433821130766 191.54082357695992 190.8439915719311 487.0258759477226 329.306803590941 422.0025613538061 138.21913490408411 217.87762463627365 401.1301664139221 223.65560375590582 295.8557669697577 172.52964563350116 374.40413240979933 411.9393342057067 490.70906450646265 431.9714168728663 135.63803929177126 439.3221533209552 389.58811446679016 437.4913449176851 499.5940182129184 260.57015783827205 233.71656652406975 401.4261579007748 292.12471460230665 200.0157599731412 355.90565772313505 342.5946896141065 101.69785031625076 412.79572477729084 313.59897854466215 199.20356568052102 139.90176357381188 154.53918845256646 190.00259245486194 302.4022846607138 345.72711719816425 403.4245292555655 379.6327441902969 126.23262043228225 447.6318581634111 424.4119008404735 372.7019432295158 443.68238453315064 238.82733288953864 340.02204727395554 219.50017163953572 236.62289734562503 296.4629835054068 276.85686669451206 177.94400831438617 158.06755664942284 259.1930539674205 422.25230389387167 150.30518332051997 182.69843620282376 476.2219877771578 312.95683832247005 281.31977172376236 486.09658196404376 126.49697545219021 481.3072155825909 311.5400524101027 363.56240508071835 119.84324647310146 232.864174893175 219.38151075423437 231.74437475327875 439.9861068300734 197.7627722463425 360.34983430109617 420.89628484179826 168.35235153058062 279.54481406919854 104.40964353121936 228.70970679674966 495.0997181576236 499.2736748265041 273.7178250879323 439.72944658150936 147.86957485117594 450.93163894270685 338.7685858464439 166.97481506783274 223.51598389794526 351.2876143666194 339.7485354583837 359.4847593036855 276.1419299744566 242.50076364582358 418.0832581819746 418.87291892832206 430.4786231345739 131.12322998804052 422.9493457302216 398.2793121313158 470.4849939339796 453.36422112693964 198.44558205887446 338.3300319463026 147.25704981724778 458.17582498076115 306.4598225605285 333.0035212050076 162.5090739042646 273.70040690390385 108.23865940320259 276.4047829487615 218.38952583967153 103.46382488934056 317.8198046355634 270.68423913819265 290.0848428188805 145.8555655385037 230.5415609740387 445.8331311731952 495.7919017393338 285.7159753286534 259.772909196948 185.0706421174018 293.13944022941405 218.84224819995632 427.150531525639 457.38074463930207 463.835938237826 183.33546197927268 109.59455567664347 273.32858420576844 406.6018000312676 185.2218054007566 386.0676281390636 195.52050665456173 151.14594861916436 158.84030770884516 289.69635528950363 409.0257200234609 204.83331201867446 386.4087266605712 106.07015588400262 245.2987267152487 328.2294360054465 460.2238813498799 452.5569738099586 411.11193369400223 430.3070446266266 364.340303213798 322.26493054445916 381.8564541724059 356.58702994398453 372.25387977865665 304.43638554367834 236.89735737163363 106.39684772086184 159.93760533724299 307.17267670304943 150.70534701741738 186.66144397872216 383.49863699071483 436.61580522308975 211.30533724626815 496.6560467947087 491.1644824921998 254.6795839292642 269.1261065376441 401.4020235348545 188.7550551404752 273.20054941002854 279.8517568442418 355.75524473167945 143.63431939965125 163.1122750136394 143.96074501279134 446.655177767915 324.0242843284042 147.39404627417895];
rc=[7205.543386194788 5546.338940156185 6303.981398379595 6326.855640706153 9406.411841579938 9140.357522474747 9010.769409879777 5089.086842055087 8240.041391466986 6167.5363371648145 5138.4263194706555 8509.178035286652 7456.804474113602 5206.8868813165145 9342.797080681703 7678.833609519072 8024.05815627302 9179.06098037168 8958.449344572857 6840.436925067818];
CK=[
	[1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
];
TH=[
	[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
